cleaned_text,cluster,attribute
adds port security api extension base class adds port security api extension base class implements blueprint port security api base class patch also updates create network port unit tests remove false values arg list fixes bug change id ibbedcffbccabef,5,performance
object write read acl security testcases object write read acl security testcases adds six tests cases test object services py one test case test account services py security test cases also contains three tests cases check object read write acl submission also contains required class modifications account client py object client py base py tests object storage also modified accordingly use respective test scripts change id iabcebabedeccfddbb implements blueprint add swift security tests,7,documentation
display security group name security group rule list display security group name security group rule list useful display security group name rather id security group id source group id also add nameconv option disable conversion security group id name security group rule list executed admin user likely one groups name option useful cases change id ifdffbfceedefebc,2,performance
handle existing security group rules volume exercise handle existing security group rules volume exercise change id iaabccfacebbaceffaf,2,performance
add migration support lb security groups add migration support lb security groups companion change security group models change id ifaddbefbacedbcd,0,documentation
iptables security group implementation linuxbridge iptables secuirty group implementation linuxbridge implements bp quantum security groups iptables added firewall driver added iptables based firewall driver implemented security groups rpc support mixin classes change id idfcaeceacbdabff,0,documentation
add security groups configuration allow accesses vms add security groups configuration allow accesses vms fixes bug commit contains minor clean command line options tunes column width tables make easier read change id iaceaaffacedadbc,0,documentation
added conf support security groups added conf support security groups modified way nova compute api api loads security group api previously would accept named parameter none default securitygroupapi still accepts named parameter none attempt load api conf default securitygroupapi basic use case altered changes implements blueprint nova securitygroups expansion change id ibafcccbded,0,documentation
fixed security group port binding automatically deleted delete port fixed security group port binding automatically deleted delete port added cascade setting security group port binding database model also removed unused variables imports fixes bug change id idafbeebcbabcbafbc,5,performance
adds support security group rules quotas adds support security group rules quotas updates novaclient quota quota class handlers support security groups security group rules quotas nova fixes lp bug change id iddddeeceafcbff,2,performance
documentation quantum security groups documenation security groups change id icfabffebdfcebabebeacebc,0,documentation
fix exception security group rule already exists fix exception security group rule already exists fixes bug change id ifcfffbafcebbe,2,performance
add security impact email notifications add security impact email notifications fixes bug make notify impact script generic handle different types notifications add securityimpact notification change id idbbfdbeddeeedbe reviewed https review openstack org reviewed james e blair corvus inaugust com reviewed jeremy stanley fungi yuggoth org approved jeremy stanley fungi yuggoth org tested jenkins,7,documentation
move security groups firewall ops virtapi move security groups firewall ops virtapi patch moves following network security related methods virtapi security group get instance security group rule get security group provider fw rule get order make change provider rules method firewalldriver changed staticmethod regular instance method uses context actual instance saw reason keep static would complicated use virtapi methods change id icbaabbabbfbbbf,2,performance
add fullstack tests stateless security groups add fullstack tests stateless security groups change id iecbefafcdddcecfbb,0,documentation
improve text around vif plugging security filters improve text around vif plugging security filters change id icafcbbdeaedffaecbc,7,documentation
quantum security groups api quantum security groups api implements blueprint quantum security groups api addition convention uri replaced example post security groups convert body security group change id iceddacebfddffcafb,0,documentation
deleting security group mark rules deleted deleting security group mark rules deleted adds query also delete rules parent group id fixes bug change id idbbfadebeceecfdd,2,performance
ip protocol ec security groups ip protocol ec security groups fix bug enforce restrictions ip protocol authorizesecuritygroupingress call value may tcp udp icmp ensure ip protocol returned describesecuritygroups lower case case security group set improperly previous versions update ecapierror nova exception py remove http error code message http error code inserted nova api ec faults fault inserting code ecapierror causes http code appear twice message update unit tests expect new error message invalid protocol entered fixing pep issues change id iffefabdeeaaadafaca,7,documentation
ip protocol ec security groups ip protocol lower case fix bug make ip protocol security group lower case needed ec compatibility change id iffefabdeeaaadafaca,7,documentation
deleting security group mark rules deleted deleting security group mark rules deleted changes filter use parent group id instead group id fixes bug change id idbbfadebeceecfdd,2,performance
security groups returned admins default security groups returned admins default fixes bug previously security groups relating tenants returned requested admin user groups related current tenant returned default recover old behaviour tenants search option may specified via native api v project id os security groups tenants via ec api action describesecuritygroups filter name tenants filter value note latter slightly ultra vires respect ec api spec sense filter addition standard set since pay attention many standard filters yet stepping slightly piste deemed worth change id iedddebaaaade,0,documentation
add security groups extension api samples test add security groups extension api samples test change id iecacfebafbdffdaadad signed matthew treinish treinish linux vnet ibm com,0,documentation
add command add icmp tcp default security group add command add icmp tcp default security group change id icaaadcdaaacc,2,performance
fix issues nova security groups quantum fix issues nova security groups quantum bug make quantumv api py fetch actual dhcp server address needed firewall layer otherwise gateway ip incorrectly used dhcp traffic dropped add missing call quantumv api py security groups api vm allocated deallocated add vif driver hybrid existing open vswitch linux bridge drivers allows ovs quantum plugins compatible iptables based filtering particular nova security groups change id icfcfabddbeebbffee,0,documentation
clean security groups exercises clean security groups exercises fix problem deleting security groups early floating ips sh euca sh create clean security groups cosmetic cleanups change id ieefcecfabecdd,0,documentation
avoid leaking security group quota reservations avoid leaking security group quota reservations fixes bug attempt create security group one already exists using name security groups quota reservation leaked fix ensuring reservation rolled back failure cases add check tests ensure reservation leaked sad path tests security group creation change id ideadacabaaeefdde,2,performance
fixes lp bug test security tenanid pass fixes lp bug test security tenanid pass change id iddbdbddfcfaacdafaeb,7,documentation
correct checking existence security group rule correct checking existence security group rule fixes bug change id icedcbdbdaebaa,2,performance
making security group refresh specific making security group refresh specific fixes bug trigger members refresh method compute api py specifies group id call refresh security group members last group id seen ignores fact refresh may impact members multiple groups masked fact host group id ignored instances security rules refreshed regardless part changed group change modifies logic surrounding refreshes send refresh request instance affected security group change ensures spending time refreshing unaffected instances also removes possibility refreshing instance multiple times member one group change id ieceaedfdcecccdcddeefae,2,performance
moves security group functionality extension moves security group functionality extension partially implements blueprint disable server extensions patch adds output extension security group output modifies duplicated security group funcrtionality removed createserverext extension duplicate servers endpoint boot volume extension also changed inherit servers functionality security groups continue work block device mapping code modified subsequent patch tests added new functionality existing tests modified slightly disk config extension modified bit lenient data need mocked tests change id ibddbcecdefbccfadefc,2,performance
fix protocol case handling security groups fix protocol case handling security groups fix bug creating security group rules case protocol accepted input tcp tcp tcp etc stored database specified however unless specified lowercase code apply rules would break result rules applied cherry picked commit ffccdcedcecdbbbdae change id iafdbcbdddfbdadbaab,0,documentation
allow security group rules group source allow security group rules group source fixes bug change id ifdcbabfaefdfbe,2,performance
ensure response security group quota ensure response security group quota fixes lp instead raising relevant webob exc exception directly follow usual pattern mapping faultwrapper middleware internal exception type corresponding http error change id ifbefbbbdedfaaefb,2,performance
add support modification instance security group add support modification instance security group change id ieaaeadaeafabd,2,performance
introduce scope types security groups policy introduce scope types security groups policy oslo policy introduced scope type feature control access level system level project level https docs openstack org oslo policy latest user usage html setting scope http specs openstack org openstack keystone specs specs keystone queens system scope html appropriate scope type nova case https specs openstack org openstack nova specs specs ussuri approved policy defaults refresh html scope commit introduce scope type security groups api policies system project security groups policy also adds test case scope type enabled verify pass fail policy check expected context partial implement blueprint policy defaults refresh change id idfdeefaaddcfeb,4,documentation
enable back mac spoofing disabled port security tests enable back mac spoofing disabled port security tests enable back mac spoofing test merged rollback make port security tests disabled security works https bugzilla redhat com show bug cgi id https patchwork ozlabs org patch https review opendev org c change id ifcebfdbada,5,performance
add test coverage existing security groups policies add test coverage existing security groups policies current tests good test coverage existing policies either tests policies exist exist cover actual negative positive testing example policy default rule admin test verify policy check pass context admin server owner policy check fail context non admin server owner discussed policy defaults refresh change policies new default roles scope type need enough testing coverage existing policy behavior add scope type policies new default roles test coverage extended adopt new changes also make sure break existing behavior commit covers testing coverage existing security groups policies partial implement blueprint policy defaults refresh change id iadcbceedcdaed,4,documentation
fixes bug new tests security groups fixes bug new tests security groups change id icdbffbcbbcaaefbc,0,documentation
added iptables manager based openstack linux net py module base library implement security groups generic firewall independent iptables module made easy package used agents also inside quantum added iptables manager based openstack linux net py module base library implement security groups generic firewall independent iptables module made easy package used agents also inside quantum using quantum agent linux utils added support root helper change id iaafcebdcfeca,7,documentation
handle missing server getting security groups handle missing server getting security groups fix bug treat instancenotfound querying security groups server exist also removes old exception translation apierror longer exists notauthorized need handling level change id iaeadadbadcfcfbfccaae,0,documentation
dedupe native ec security group apis dedupe native ec security group apis reduce code duplication native openstack ec apis related security groups factoring commonality new internal securitygroupapi change id ifbbfdfdaeeeefecbc,2,performance
prevent erroneous log message accessing security rules prevent erroneous log message accessing security rules fixes bug change id icfbcdabe,7,documentation
fix protocol case handling security groups fix protocol case handling security groups fix bug creating security group rules case protocol accepted input tcp tcp tcp etc stored database specified however unless specified lowercase code apply rules would break result rules applied cherry picked commit ffccdcedcecdbbbdae change id iffaacdfdebbcffafc,0,documentation
fix protocol case handling security groups fix protocol case handling security groups fix bug creating security group rules case protocol accepted input tcp tcp tcp etc stored database specified however unless specified lowercase code apply rules would break result rules applied change id icdebabddbeebed,0,documentation
fixing security group create success message fixing security group create success message fixes bug change id iebfffacfabcaee,2,performance
patch allow print chars security group names allow print characters security group names fixes bug change id idbdafdfbfefaadb,2,performance
fixes lp session fixation security fix fixes lp session fixation security fix rotates session tokens logout properly clears sessions prevent data leakage change id idebcaedecbefff,7,documentation
fixes lp session fixation security fix fixes lp session fixation security fix rotates session tokens logout properly clears sessions prevent data leakage change id iddbeaddabdf,7,documentation
implement quotas security groups implement quotas security groups fixes lp bug diablo change id ibcbdebdcaccecfaeba,0,documentation
implement quotas security groups implement quotas security groups fixes lp bug essex change id icabfebdeffaaddbf,0,documentation
implement security group quotas implement security group quotas fixes lp bug change id idaaedbeeaabbbcf,2,performance
fix bug security group docs incorrect fix bug security group docs incorrect change id ibaaebbeecaee,2,performance
adding security groups rules docs adding security groups api site documentation change id idbcfcfbdbabb,0,documentation
tweak security port validation icmp tweak security port validation icmp horizon allows icmp type code type code api refers ec nova apis patch attempts resolve api code throws exceptations passed either field api code validates type code like range type code independent update unit tests new set operations side effect following allowed type code x x code assumes wildcard field bug change id iebafcbeefccccabd,7,documentation
instate security group delete test case instate security group delete test case fixing lp realized fine delete security group referenced ingress rule another security group ingress rule gets deleted instate test specific case test ingress rule gets deleted rather exception thrown change id iadfffdfcbeee,2,performance
fix label name add rule security group consistent fix label name add rule security group consistent change id icfbfbcdeabbdc,2,performance
tweak security port validation icmp tweak security port validation icmp horizon allows icmp type code type code api refers ec nova apis patch attempts resolve api code throws exceptations passed either field api code validates type code like range type code independent update unit tests new set operations side effect following allowed type code x x code assumes wildcard field bug change id iebafcbeefccccabd,7,documentation
instate security group delete test case instate security group delete test case fixing lp realized fine delete security group referenced ingress rule another security group ingress rule gets deleted instate test specific case test ingress rule gets deleted rather exception thrown change id iadfffdfcbeee,2,performance
db api remove check security groups reference db api remove check security groups reference security group use checking security group associated running instances groups referencing rules check place becomes impossible delete self referential security groups fixes bug change id ifcbdbaffbdfaadbcdcd,0,documentation
add source group rule interface security groups edit add source group rule interface security groups edit fixes bug continues abandoned https review openstack org implements ui https nebula notableapp com posts efebecbfaebaab change id iafeacbfedcdbf,0,documentation
show security groups instance overview detail show security groups instance overview detail partial fix bug change id ifecbacfbaaaacceeaefefa,0,documentation
fix issues security group auths without ports fix issue authorizing icmp via ec api fix bug patch fixes issue ec api api used authorize icmp security group assume wildcards type code specified change id iccffcceeccdaedabfaf,2,performance
show proper warning message security group rule incomplete show proper warning message security group rule incomplete fixes bug change id iafdcbafbbcac,2,performance
return proper error message adding security group params return proper error message adding security group params fixes bug change id ibadeadeefecbed,2,performance
fixes bug ï¿½ new tests security groups fixes bug ï¿½ new tests security groups change id idcafcacceabcebbbaadedde,0,documentation
validates cidr security group rule input validates cidr security group rule input fixes bug change id ibaeecbccfaaebfcfc,2,performance
delete security group use os api delete security group use os api fix bug patch adds check openstack api security group still use deleted check recently went ec api change id idccfdbcbaafcbdffc,2,performance
wait vm stop deleting security group wait vm stop deleting security group related bug patch bug prevents deleting security groups openstack api still use patch devstack updates floating ips exercise script wait vm stopped deleting security group change id iffcbddccabbeedcaae,2,performance
help texts dynamic label change entering security group rules icmp rules different meanings port port fields help texts dynamic label change entering security group rules icmp rules different meanings port port fields fixes bug change id iafbebefaebbaedf,2,performance
allow ec removal security group use allow ec removal security group use fix bug patch modifies behavior removing security groups via ec api better match ec api spec ec documentation says group still use removed new function added db api find whether particular security group still use use defined applied active instance applied another group deleted unit tests updated ensure error raised conditions hit change id ibfdfdabfecaedecfe,2,performance
delete security group terminating instance delete security group terminating instance patch slightly modifies order operations euca exercise script moves deletion security group end instance terminated reason change must made change proposed nova https review openstack org change without change exercise sh run patch euca exercises fail security group deleted moving end make pass security group longer use change id iacedecbdeffeec,2,performance
fix bug security group trigger notifications fix bug security group trigger notifications add lightweight mechanism allow security group trigger notifications propagated nova compute api quantum security group handlers add global flag security group handler allow runtime selection security group handler class change id iaccadedadeef,2,performance
simple way returning per server security groups simple way returning per server security groups bug change id ideafabfbaebccccbeaffc,0,documentation
set port security allocated ips set port security allocated ips fixes lp change id iabcbebbdeddcfcef,5,performance
correct checking existence security group rule correct checking existence security group rule fixes bug change id icedcbdbdaebaa,2,performance
implement security context airflow worker wip implement security context airflow worker adds container security context set readonlyrootfilesystem true depends https review opendev org c change id icedbadbdfdafdaecfec,1,security
incorporated jay suggestion bug security groups client list bug security groups client list change id ifabccbeeedd,0,documentation
add support port security quantummanager add support port security quantummanager enabled quantummanager pass allowed address pairs quantum plugins understand order enforce port security given port plugins understand extra fields ignore change id ibecefbbedcdcfbfabe,5,performance
converts access security use new panels modals views etc converts access security use new panels modals views etc fixes bug fixes bug change id ibabdcbbafdefbee,7,documentation
verify security group parameters verify security group parameters introduced various sanity checks adding security group rule database checks implemented ec openstack extension code implemented suggestions made first patch brian fixed unit tests security groups fixed pep issues security group unit tests fixes bug cherry picked commit acbbabbadadb change id iaceebdeacbbcccfbe,2,performance
bumping django version security fixes bumping django version security fixes change id ibeeeaecdeaedd,7,documentation
converting security groups check boxes converting security groups check boxes bug change id ibcbcdceeecbceabb,0,documentation
fixing edit security group rules form fixing edit security group rules form bug change id ideeddaabbabcca,2,performance
merging floating ips keypairs security groups single panel merging floating ips keypairs security groups single panel change id iabfeafccaddbaeeaa,0,documentation
fixes lp bug security creds still shown fixes lp bug security creds still shown removes x image meta location entirely get images id head images id previous fix removed get images get images detail doh cherry picked commit ebaeacfdfcafdfd change id ibceaaabfadaffbbb,7,documentation
removes multiple selections security groups launch form removes multiple selections security groups launch form change id ibcfacddafdeffbeeccd,0,documentation
verify security group parameters verify security group parameters introduced various sanity checks adding security group rule database checks implemented ec openstack extension code fixes bug change id iaceebdeacbbcccfbe,2,performance
support server uuids security groups support server uuids security groups change id iddaebdfadeffafeac,0,documentation
fixes lp bug security creds still shown fixes lp bug security creds still shown removes x image meta location entirely get images id head images id previous fix removed get images get images detail doh change id ibceaaabfadaffbbb,7,documentation
implement security context divingbell wip implement security context divingbell change id ibcccacdfaffffcbaf,1,security
apply security context tiller armada pod apply security context tiller armada pod allows container security context applied tiller container inside armada api pod example allow container run different user change id iebfcacaccfcafcedee,1,security
mark security group fullstack tests stable mark security group fullstack tests stable time since marked security group tests fullstack unstable mark impeding fullstack tests stateless security groups time revisit unstable mark still needed change id ibefaabafccdacfdb needed https review opendev org related bug,2,performance
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later closes bug co authored doug wiegley dougwig parkside io co authored matt riedemann mriedem os gmail com conflicts nova tests unit network security group test neutron driver py note mriedem conflict due change iceacffedbbfbb pike change id idedcbcdcaaaa cherry picked commit eaffddeafbdfbaacdf cherry picked commit afdcfafdaeffbaa cherry picked commit fecaefeffebe cherry picked commit bfaeeaefdeffd cherry picked commit dadbaafffcdbcdf,0,documentation
add bulk creation rules security group add bulk creation rules security group new method bulk create openstacksdk possible use api methods supports creating multiple instances single call neutron supports couple resources created change propose add multiple rules creation single security group change id iafaaadeafaafbffef,2,performance
followup patch security dashboard clean steps followup patch security dashboard clean steps patch addresses remaining comments security dashboard clean steps ilo driver change id iddfaeddbabdfcbaba,7,documentation
send empty remote address group id security groups send empty remote address group id security groups seeing error raised older neutron client error url cloud v security group rules unrecognized attribute remote address group id field added unconditionally icabaeffbce per appears cause problems older neutron instances work around remove argument body blank overriding prepare request function securitygrouprule two tests used updated one checks body sent none modified send remote address group id value validate path story task change id idabfdebdfccfcafedb,2,performance
nsx v fix security groups rules creation nsx v fix security groups rules creation updating section exising icmp echo request reply rules icmp code field change id iebaffacbceadbdddde,0,documentation
run fullstack security group test always serially run fullstack security group test always serially security groups based iptables many cases interfere tests means test manipulate iptables host sg related test run sg related test may fail without obvious reason lets try run test serially sure agents manipulate iptables openflow rules time change id idfaefdfafba closes bug,2,performance
unblock security group update stateful data unblock security group update stateful data change id idaafaabcaadeeff blueprint stateless security groups,2,performance
adding new test security group rules quota increased adding new test security group rules quota increased test checking possible create new security group rules increasing quota parameter change id ieccdebebbcaeeb,2,performance
support stateless security groups support stateless security groups add support stateful attribute security groups allowing user create security groups stateful false change id ibabfaffdcccd blueprint stateless security groups,0,documentation
mini mirror add pod container security context mini mirror add pod container security context pods running crashloopbackoff state changing false change id iedadbabefedfafcbcc,1,security
support stateless security groups wip support stateless security groups partially closes bug change id iaeabefaaaadbd,0,documentation
ovn remove remote security group rule workaround ovn remove remote security group rule workaround issue resolved change id iadcdeaedfeeeaa,2,performance
add list security group rules api test add list security group rules api test test checks regular user see sg rules belongs tenant belongs security group owned tenant test also ensures sg rules different tenants security groups visible regular user depends https review opendev org change id iceabdeefbafef related bug,2,performance
disable security group quotas networksecgrouptest disable security group quotas networksecgrouptest prevent receiving unexpected quotalimit exception change id idbccaacbefddbcda closes bug,2,performance
increase default security group quota increase default security group quota change id iabdcaddafcabdccaebda closes bug,2,performance
add port range remote group security group testcase add port range remote group security group testcase patch adds tests checking remote security groups port ranges change id idfdbaabddbaadeb related bug,2,performance
pod security policies updates pod security policies updates minor usability enhancement default pod security policies signed ron stone ronald stone windriver com change id idfcbfecfbfcedac,7,documentation
remove outdated security tool development section remove outdated security tool development section security sig maintained two projects listed security tool development section quite change removes section entirely since information longer relevant security sig change id iaeebbfcaeacca,7,documentation
apiserver webhook add container security context apiserver webhook add pod container security context updates apiserver webhook chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ifbfafefaefabafa,1,security
implement security compiance option password implement security compiance option password feature adds password security compliance option charm enable setting keys security compliance section keystone conf file section added newton release feature supports newton release change id ifcfaebdbacdfb closes bug,7,documentation
negative tests security group quota negative tests security group quota try create security group amount already created security groups higher quota try set inappropriate value security group quota change id iacdfffeced,2,performance
check security group rule quota security group creation check security group rule quota security group creation tracked resources quota check done beginning api call neutron server api call contains resource action resource case creation server checks number items requested fits existing quota case security group creation tracked resource checked security group securitygroupdbmixin create security group method also creates several default rules new group quota security group rule enforced patch checks number security group rules created delta checks plugin method api method enough room new rules tracked resource security group rule change id iabbdfffdbafadebbcf closes bug cherry picked commit bdaabedbcccdcc,2,performance
security system security option includes nospectre v security system security option includes nospectre v v mitigation baked kernel optional swapgs barriers however optional negative performance impact disable using nospectre v kernel bootarg partial bug depends https review opendev org c signed jim somerville jim somerville windriver com cherry picked commit bccaaacaabcbdf change id ifbeaaacbaddcaefdedfacebbdb,7,documentation
security add nospectre v security params security add nospectre v security params v mitigation baked kernel optional swapgs barriers however optional negative performance impact disable using nospectre v kernel bootarg partial bug depends https review opendev org c signed jim somerville jim somerville windriver com cherry picked commit acfbfaaeeebffdaade change id iefcfbfbebbebafedadcf,7,documentation
check security group rule quota security group creation check security group rule quota security group creation tracked resources quota check done beginning api call neutron server api call contains resource action resource case creation server checks number items requested fit existing quota case security group creation tracked resource checked security group securitygroupdbmixin create security group method also creates several default rules new group quota security group rule enforced patch checks number security group rules created delta checks plugin method api method enough room new rules tracked resource security group rule change id iabbdfffdbafadebbcf closes bug,2,performance
security system security option includes nospectre v security system security option spectre meltdown low v mitigation baked kernel optional swapgs barriers however optional negative performance impact disable using nospectre v kernel bootarg leaves system security option spectre meltdown v confusing renamed partial bug depends https review opendev org c change id icbbebefdda signed jim somerville jim somerville windriver com,7,documentation
security add nospectre v security params security add nospectre v security params v mitigation baked kernel optional swapgs barriers however optional negative performance impact disable using nospectre v kernel bootarg partial bug depends https review opendev org c change id iaabaffcebdacfdbeda signed jim somerville jim somerville windriver com,7,documentation
positive tests security group quota positive tests security group quota added positive tests security group quota according rhosp polarion test case change id iedeefceabbb,2,performance
tiller deploy add pod container security context tiller deploy add pod container security context updates tiller chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iedcfbadeddcaceaace,1,security
add pagination security groups table launch instance wizard refactor launch instance dialog security groups table security groups table angular launch instance wizard refactored using hz dynamic table adds table pagination makes code readable change id iaffefcabdbdecead,0,documentation
add option run performance tasks security disabled dnm checking performance disabling security change id iffbcdbaafeccdfeaf,7,documentation
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later closes bug co authored doug wiegley dougwig parkside io co authored matt riedemann mriedem os gmail com change id idedcbcdcaaaa cherry picked commit eaffddeafbdfbaacdf cherry picked commit afdcfafdaeffbaa cherry picked commit fecaefeffebe cherry picked commit bfaeeaefdeffd,0,documentation
cache security group driver cache security group driver change icfbfeaeeae mitaka performance improvement cache loaded security group driver since api calls get openstack security group driver lot performance fix regressed change iaadbfbfbffaaab newton caches loaded security group driver pretty similar original change except simpler since account skip policy check flag change id icaccfdbdceafedadedf closes bug cherry picked commit decebbfedec cherry picked commit eaafbadacccfdedace cherry picked commit afbeebfebe,2,performance
revert cache default security group ids memory revert cache default security group ids memory reverts commit deedbdedbeefcefdcbbfa reason revert https bugs launchpad net neutron bug change id iddfbafcdeb closes bug,2,performance
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later closes bug co authored doug wiegley dougwig parkside io co authored matt riedemann mriedem os gmail com change id idedcbcdcaaaa cherry picked commit eaffddeafbdfbaacdf cherry picked commit afdcfafdaeffbaa cherry picked commit fecaefeffebe,0,documentation
nova net add todos remove security group related objects objects add todos remove security group related objects applied nova network safely removed change id ibccaeabfddcffbae signed stephen finucane sfinucan redhat com,2,performance
introduce bandit security linter introduce bandit security linter cyborg code security check may connive possible security issues example shell related operations drivers may insecure current sudo lspci nnn huawei ascend driver code insecure job test check potential security issues patch introduces bandit code security check https github com openstack cyborg blob master cyborg accelerator drivers aichip huawei ascend py l change id iafacbbdcbfebaeeefadea,7,documentation
support adding raw service entries security policy rules support adding raw service entries security policy rules change id ifcdbacbcddbf,4,documentation
add unknown address list port port security disabled add unknown address list port port security disabled port port security disabled port allowed use mac address work ovn expects unknown address added logical switch port addresses column patch adds unknown address port security disabled change id iffdbacccadaabecfdefe closes bug co authored lucas alvares gomes lucasagomes gmail com cherry picked commit efedecbcaadbefbf,5,performance
add unknown address list port port security disabled add unknown address list port port security disabled port port security disabled port allowed use mac address work ovn expects unknown address added logical switch port addresses column patch adds unknown address port security disabled change id iffdbacccadaabecfdefe closes bug co authored lucas alvares gomes lucasagomes gmail com cherry picked commit efedecbcaadbefbf,5,performance
nova net remove nova network security group driver nova net remove nova network security group driver another self explanatory change remove driver along related tests additional api tests need fixed since using nova network security group driver change id iabecbbc signed stephen finucane sfinucan redhat com,2,performance
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later closes bug co authored doug wiegley dougwig parkside io co authored matt riedemann mriedem os gmail com change id idedcbcdcaaaa cherry picked commit eaffddeafbdfbaacdf cherry picked commit afdcfafdaeffbaa,0,documentation
cache security group driver cache security group driver change icfbfeaeeae mitaka performance improvement cache loaded security group driver since api calls get openstack security group driver lot performance fix regressed change iaadbfbfbffaaab newton caches loaded security group driver pretty similar original change except simpler since account skip policy check flag change id icaccfdbdceafedadedf closes bug cherry picked commit decebbfedec cherry picked commit eaafbadacccfdedace,2,performance
cache security group driver cache security group driver change icfbfeaeeae mitaka performance improvement cache loaded security group driver since api calls get openstack security group driver lot performance fix regressed change iaadbfbfbffaaab newton caches loaded security group driver pretty similar original change except simpler since account skip policy check flag change id icaccfdbdceafedadedf closes bug cherry picked commit decebbfedec,2,performance
nova net drop nova network base security group tests nova net drop nova network base security group tests future change drop actual security group driver focus merging two disparate test cases easier said done change id iddbaacccaadfccbaec signed stephen finucane sfinucan redhat com,2,performance
move security site afs publishing move security site afs publishing move promoting static security site publish via promote afs change id idfadebeeacbaedf,7,documentation
cache security group driver cache security group driver change icfbfeaeeae mitaka performance improvement cache loaded security group driver since api calls get openstack security group driver lot performance fix regressed change iaadbfbfbffaaab newton caches loaded security group driver pretty similar original change except simpler since account skip policy check flag change id icaccfdbdceafedadedf closes bug,2,performance
nsx v register security group resources startup nsx v register security group resources startup avoid error quota manager trying create security group rules default security group change id iaafaafefced,2,performance
cache default security group ids memory cache default security group ids memory getting default sg project quite frequent operation happens example port create update events since default sg id change often project tenant makes sense cache memory avoid db access time change id iebdddcfeaeaccebca,2,performance
implement security context nova implement security context nova implement container security context following nova resources nova server deployment change id idefdbbfbffdefffaefeaa,1,security
mini mirror add pod container security context mini mirror add pod container security context updates mini mirror chart include pod security context pod template change id idfbbecdbaf,1,security
implement security context neutron implement security context neutron implement container security context following nova resources neutron metadata agent neutron ovs agent change id iffebdacfecee,1,security
calicoctl utility add pod container security context calicoctl utility add pod container security context updates calicoctl utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ifafcaddaafedaacb,1,security
ceph utility add pod container security context ceph utility add pod container security context updates ceph utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id icbfeaeeafafb,1,security
compute utility add pod container security context compute utility add pod container security context updates compute utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ibaebfbbdfc,1,security
etcdctl utility add pod container security context etcdctl utility add pod container security context updates etcdctl utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id ifebffccddebbccedeeaea,1,security
openstack utility add pod container security context openstack utility add pod container security context updates openstack utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iecebfabebdfd,1,security
postgresql utility add pod container security context postgresql utility add pod container security context updates postgresql utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id iaaefdbefacfebbad,1,security
mysqlclient utility add pod container security context mysqlclient utility add pod container security context updates mysqlclient utility chart include pod security context pod template also adds container security context set readonlyrootfilesystem flag true change id icfcdffabedaadd,1,security
update security group rule port range ports update security group rule port range ports security group rule port range min port range max specifying ports optimal backends try implement potentially large rule since essentially entire port range change min max none making rule specify entire protocol instead change id iffefcdeaabcea closes bug,2,performance
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later closes bug co authored doug wiegley dougwig parkside io co authored matt riedemann mriedem os gmail com change id idedcbcdcaaaa cherry picked commit eaffddeafbdfbaacdf,0,documentation
nova net remove unused default rules security group db apis nova net remove unused default rules security group db apis api removed nothing using anymore remove change id idedcebafcebedaac signed stephen finucane sfinucan redhat com,2,performance
implement security context armada implement security context armada implement readonlyrootfilesystem true init container armada server deployment change id ifbcbefeabcbaafcacd,1,security
nsx p use transactions security groups rules creation nsx p use transactions security groups rules creation change id ibafbcafedbdcdcafbc,0,documentation
nsx p use transactions security groups rules creation nsx p use transactions security groups rules creation change id ibafbcafedbdcdcafbc,0,documentation
improve metadata server performance large security groups improve metadata server performance large security groups include rules sg fetch metadata server since need rules starts get really slow especially pike later change id idedcbcdcaaaa,0,documentation
